ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,mturkid,Q2,peerprime,peertime_1,peertime_2,peertime_3,peertime_4,leadprime,leadtime_1,leadtime_2,leadtime_3,leadtime_4,f1,sen01nn,f2,sen02np,f3,sen03pn,f4,sen04pp,f5,sen05np,f6,sen06pn,f7,sen07nn,f8,sen08pp,f1,sen04pp,f2,sen03pn,f3,sen02np,f4,sen01nn,f5,sen08pp,f6,sen07nn,f7,sen06pn,f8,sen05np,countries_1_TEXT,countries_2_TEXT,countries_3_TEXT,countries_4_TEXT,countries_5_TEXT,countries_6_TEXT,countries_7_TEXT,countries_8_TEXT,countries_9_TEXT,countries_10_TEXT,countries_11_TEXT,countries_12_TEXT,countries_13_TEXT,countries_14_TEXT,countries_15_TEXT,countries_16_TEXT,countries_17_TEXT,countries_18_TEXT,countries_19_TEXT,countries_20_TEXT,countries_21_TEXT,countries_22_TEXT,countries_23_TEXT,countries_24_TEXT,countries_25_TEXT,peer,lead,Q54,sen1,sen2,sen3,sen4,sen5,sen6,sen7,sen8,sex,age,DO-BR-FL_37,DO-BR-FL_19,DO-BL-Presentation1,DO-BL-Presentation1inverse,DO-BL-Recall1,DO-Q-sen2,DO-Q-lead,DO-Q-peer,DO-Q-sen5,DO-Q-sen1,DO-Q-sen3,DO-Q-sen7,DO-Q-sen4,DO-Q-sen6,DO-Q-sen8,LocationLatitude,LocationLongitude,LocationAccuracy
R_elkNbzJ8yNNnb2l,Default Response Set,Anonymous,,,71.173.11.53,0,04/05/16 16:33,04/05/16 16:41,1,A2I9PUZT19ZBO8,1,1,0,0,59.411,0,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,peru,germany,austria,france,canada,england,iraq,argentina,ecuador,brazil,mexico,,,,,,,,,,,,,,,4,,1,8,7,6,2,3,5,8,4,1,33,Peer prime,Presentation 1 inverse,,f2|sen04pp|f6|sen03pn|f7|sen02np|f1|sen01nn|f4|sen08pp|f8|sen07nn|f5|sen06pn|f3|sen05np,Q54|sen4|sen3|sen8|sen5|sen7|sen1|sen6|sen2,8|6|4|3|2|1|5|7,,1|4|6|2|5|8|7|3,1|3|6|2|7|8|4|5,1|2|3|4|5|6|7|8,6|3|7|4|5|8|2|1,7|1|2|4|8|3|5|6,7|2|4|5|3|1|8|6,3|1|6|8|5|7|2|4,8|2|3|5|7|1|4|6,40.9394989,-75.96949768,-1
R_ctLOdxEJjRbO6nb,Default Response Set,Anonymous,,,150.212.25.184,0,04/05/16 16:35,04/05/16 16:41,1,A3BPTARPGHYU1N,1,,,,,,1,26.029,26.029,45.71,1,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,USA,Great Britain,Germany,France,Japan,China,Hungary,Russia,South Korea,North Korea,India,Istanbul,Iraq,Iran,Canada,Mexico,Brazil,Venezula,Cuba,Argentina,Switzerland,,,,,,3,1,7,2,2,3,4,8,6,5,2,22,Lead prime,Presentation 1 inverse,,f3|sen04pp|f7|sen03pn|f6|sen02np|f4|sen01nn|f5|sen08pp|f2|sen07nn|f8|sen06pn|f1|sen05np,Q54|sen8|sen2|sen7|sen6|sen3|sen4|sen5|sen1,3|7|5|4|1|8|6|2,2|7|1|8|6|3|4|5,,8|4|7|3|6|1|5|2,1|2|3|4|5|6|7|8,4|8|2|6|1|5|7|3,2|8|6|4|1|3|7|5,4|2|1|3|8|6|7|5,3|7|4|8|5|1|2|6,6|5|2|3|8|7|1|4,40.43440247,-80.02480316,-1
R_87l1N9nH8NyPcCF,Default Response Set,Anonymous,,,69.130.140.173,0,04/05/16 16:35,04/05/16 16:42,1,A1TW59QJUPWIN6,1,,,,,,1,0,0,36.611,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States,China,Japan,Uganda,Ukraine,Russia,,,,,,,,,,,,,,,,,,,,,5,1,3,6,7,2,1,4,8,5,1,29,Lead prime,Presentation 1,f3|sen01nn|f7|sen02np|f6|sen03pn|f2|sen04pp|f1|sen05np|f4|sen06pn|f8|sen07nn|f5|sen08pp,,Q54|sen4|sen1|sen8|sen2|sen7|sen5|sen3|sen6,5|6|3|2|1|7|8|4,5|6|3|1|7|4|2|8,,8|2|6|5|1|3|4|7,1|2|3|4|5|6|7|8,4|3|2|6|1|7|5|8,5|1|2|3|4|8|7|6,6|7|2|8|3|1|5|4,2|4|8|6|7|3|5|1,6|3|8|4|5|7|1|2,35.53999329,-88.10959625,-1
R_aWROlTWh2BcLUot,Default Response Set,Anonymous,,,76.7.46.226,0,04/05/16 16:36,04/05/16 16:42,1,A2Z2OV7QGU10QN,1,1,0,0,42.132,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States,Japan,Germany,China,Cuba,Canada,Mexico,Russia,Australia,Africa,Pakistan,Afghanistan,India,Greenland,,,,,,,,,,,,4,,1,6,2,3,5,1,7,8,4,1,27,Peer prime,Presentation 1,f6|sen01nn|f2|sen02np|f3|sen03pn|f5|sen04pp|f1|sen05np|f7|sen06pn|f8|sen07nn|f4|sen08pp,,Q54|sen3|sen8|sen5|sen4|sen6|sen2|sen7|sen1,8|1|2|5|6|7|4|3,,7|4|6|1|8|5|2|3,6|7|1|8|4|3|2|5,1|2|3|4|5|6|7|8,7|1|8|6|4|3|5|2,6|2|4|3|1|5|8|7,7|3|6|2|4|1|5|8,4|2|5|7|1|3|6|8,3|6|8|2|7|1|5|4,26.11450195,-81.73660278,-1
R_1EP1jYJVLtdBCzr,Default Response Set,Anonymous,,,24.127.191.208,0,04/05/16 16:29,04/05/16 16:42,1,A1V1JNPU0KOA3X,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Costa Rica,Colombia,Nicaragua,South Africa,Brazil,Argentina,Japan,China,Italy,Germany,Dominican Republic,Peru,Haiti,Jamaica,Cuba,,,,,,,,,,,4,,1,7,6,1,8,4,3,7,2,1,49,Peer prime,Presentation 1 inverse,,f8|sen04pp|f1|sen03pn|f6|sen02np|f7|sen01nn|f2|sen08pp|f3|sen07nn|f5|sen06pn|f4|sen05np,Q54|sen4|sen8|sen1|sen2|sen7|sen3|sen5|sen6,4|1|7|6|8|2|3|5,,3|7|1|2|6|8|5|4,4|1|5|2|3|7|6|8,1|2|3|4|5|6|7|8,5|3|6|7|4|8|2|1,1|5|4|7|8|3|2|6,5|3|8|7|1|6|2|4,2|3|4|5|7|6|8|1,7|3|8|5|1|2|6|4,42.20610046,-83.62280273,-1
R_eEb9iof4cVkoxU1,Default Response Set,Anonymous,,,71.222.62.44,0,04/05/16 16:34,04/05/16 16:42,1,AAXX5LDVJ32F8,1,,,,,,1,0,0,54.61,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Usa,Canada,Mexico,Spain,Chile,Brazil,France,Germany,Angola,China,Japan,Chad,Vietnam,Algeria,Haiti,Irela,,,,,,,,,,,1,1,4,6,2,1,8,7,6,3,1,44,Lead prime,Presentation 1 inverse,,f1|sen04pp|f2|sen03pn|f5|sen02np|f4|sen01nn|f3|sen08pp|f6|sen07nn|f7|sen06pn|f8|sen05np,Q54|sen3|sen6|sen4|sen1|sen2|sen8|sen7|sen5,5|3|2|4|6|8|1|7,3|6|4|2|5|8|7|1,,6|1|5|4|2|7|8|3,1|2|3|4|5|6|7|8,5|2|3|6|4|1|7|8,8|1|7|2|3|4|5|6,3|6|4|8|7|2|5|1,2|4|7|6|1|3|5|8,7|3|5|6|2|8|1|4,45.51539612,-122.4980011,-1
R_cSXsQSxLbfUQrjL,Default Response Set,Anonymous,,,98.243.16.39,0,04/05/16 16:37,04/05/16 16:43,1,A36E1O48KQ6OP0,1,1,0,0,50.457,0,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,germany,france,iraq,iran,ghana,nigeria,usa,canada,mexico,russia,china,japan,spain,chile,argentina,pakistan,israel,,,,,,,,,1,,1,6,3,3,7,7,4,4,6,2,30,Peer prime,Presentation 1 inverse,,f8|sen04pp|f3|sen03pn|f1|sen02np|f6|sen01nn|f7|sen08pp|f5|sen07nn|f2|sen06pn|f4|sen05np,Q54|sen6|sen8|sen3|sen4|sen5|sen7|sen1|sen2,8|7|4|5|2|6|1|3,,8|1|4|3|6|2|7|5,7|8|6|1|4|3|2|5,1|2|3|4|5|6|7|8,7|6|2|1|8|3|4|5,7|1|8|2|3|6|4|5,4|7|5|8|2|6|1|3,2|3|1|7|8|6|4|5,7|1|6|5|4|3|2|8,42.28559875,-83.4858017,-1
R_bxWjEmfUvYFFnmZ,Default Response Set,Anonymous,,,73.246.28.166,0,04/05/16 16:37,04/05/16 16:43,1,A36662QQDZ9J3R,1,,,,,,1,0,0,36.478,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,Canada,Iceland,France,Germany,Sweden,Switzerland,Italy,Bulgaria,Hungary,Greece,Turkey,Israel,Iran,Iraq,India,Australia,Japan,China,,,,,,,,,8,1,5,4,3,8,2,7,1,6,1,44,Lead prime,Presentation 1 inverse,,f8|sen04pp|f3|sen03pn|f4|sen02np|f5|sen01nn|f6|sen08pp|f1|sen07nn|f7|sen06pn|f2|sen05np,Q54|sen8|sen6|sen4|sen2|sen1|sen5|sen7|sen3,8|6|5|4|1|7|2|3,6|7|8|5|2|3|4|1,,3|8|2|5|6|4|1|7,1|2|3|4|5|6|7|8,6|5|7|2|4|8|3|1,8|4|2|7|1|6|3|5,2|3|6|8|5|4|1|7,3|5|8|1|2|7|4|6,5|8|6|2|7|4|3|1,42.331604,-88.05449677,-1
R_5cGprmS65MNg8Dj,Default Response Set,Anonymous,,,173.152.9.109,0,04/05/16 16:37,04/05/16 16:43,1,AIJEWX92UW722,1,,,,,,1,0,0,31.349,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,United States,Mexico,Canada,Panama,Haiti,Peru,Spain,France,Germany,Portugal,Poland,Russia,Belgium,Nairobi,Kenya,South Africa,Botswana,Chile,Guatemala,Ecuador,Australia,New Ze,,,,,3,1,5,6,1,3,8,4,2,7,1,33,Lead prime,Presentation 1 inverse,,f5|sen04pp|f6|sen03pn|f1|sen02np|f7|sen01nn|f3|sen08pp|f2|sen07nn|f4|sen06pn|f8|sen05np,Q54|sen4|sen1|sen6|sen7|sen8|sen2|sen5|sen3,3|6|8|4|5|7|2|1,1|3|5|4|7|8|6|2,,8|5|1|3|6|2|4|7,1|2|3|4|5|6|7|8,8|2|7|6|4|5|3|1,3|5|1|6|8|7|4|2,2|7|4|8|1|6|3|5,1|5|8|3|2|6|7|4,8|4|7|6|2|1|3|5,39.98280334,-75.17960358,-1
R_3aznSmzIsGxnyIJ,Default Response Set,Anonymous,,,64.132.115.131,0,04/05/16 16:37,04/05/16 16:43,1,A1F1DF9S6J4P4F,1,1,0,0,52.383,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States,Canada,Mexico,Brazil,Peru,Argentina,Uruguay,South Africa,Egypt,Ethiopia,Iraq,Iran,Jeruselam,Russia,Japan,China,North Korea,South Korea,India,Romania,,,,,,6,,1,5,3,8,6,4,7,5,1,2,34,Peer prime,Presentation 1,f2|sen01nn|f3|sen02np|f8|sen03pn|f6|sen04pp|f4|sen05np|f7|sen06pn|f5|sen07nn|f1|sen08pp,,Q54|sen3|sen4|sen7|sen6|sen8|sen1|sen2|sen5,2|6|8|3|1|5|4|7,,7|8|3|2|5|6|4|1,6|8|3|4|2|5|7|1,1|2|3|4|5|6|7|8,1|6|7|3|5|4|8|2,3|1|5|6|8|7|2|4,4|8|6|5|7|3|2|1,2|4|3|6|1|7|8|5,7|1|6|2|3|8|4|5,35.12750244,-89.84259796,-1
R_3dZH0sb6l5PAUbX,Default Response Set,Anonymous,,,24.17.55.250,0,04/05/16 16:37,04/05/16 16:43,1,A3LKPARORDKLWT,1,,,,,,1,0.085,29.955,31.108,2,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA,canada,mexico,france,spain,italy,brazil,china,russia,bosnia,,,,,,,,,,,,,,,,,6,1,4,6,1,8,7,3,2,5,1,20,Lead prime,Presentation 1,f4|sen01nn|f6|sen02np|f1|sen03pn|f8|sen04pp|f7|sen05np|f3|sen06pn|f2|sen07nn|f5|sen08pp,,Q54|sen4|sen5|sen2|sen1|sen8|sen3|sen7|sen6,1|7|5|8|2|3|6|4,6|5|7|2|4|1|8|3,,4|1|7|3|6|8|5|2,1|2|3|4|5|6|7|8,7|3|2|1|4|5|8|6,1|8|2|3|6|4|7|5,5|7|4|3|8|2|1|6,5|4|6|1|3|7|2|8,2|6|4|5|3|1|7|8,46.88409424,-123.9949951,-1
R_eezgmNMo4aJnHNj,Default Response Set,Anonymous,,,208.54.39.238,0,04/05/16 16:37,04/05/16 16:44,1,ALT86ZCKZZMLZ,1,1,0,0,39.364,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,America,Canada,Mexico,England,Spain,Germany,Argentina,Brazil,Ecuador,Venezuela,Russia,Saudi Arabia,Yemen,Qatar,UAE,France,Italy,Portugal,Sweden,Norway,Finland,Paraguay,Uruguay,Colombia,Chili,2,,1,7,5,5,3,4,8,1,4,2,45,Peer prime,Presentation 1,f7|sen01nn|f4|sen02np|f2|sen03pn|f5|sen04pp|f8|sen05np|f1|sen06pn|f6|sen07nn|f3|sen08pp,,Q54|sen7|sen6|sen1|sen8|sen2|sen5|sen3|sen4,5|1|4|8|6|2|7|3,,8|1|6|5|3|4|2|7,8|6|4|7|5|1|3|2,1|2|3|4|5|6|7|8,4|2|6|3|5|8|7|1,2|8|6|1|4|5|3|7,6|7|4|2|8|5|1|3,3|2|6|8|5|4|7|1,2|6|3|4|7|5|8|1,34.18670654,-118.4490051,-1
R_0lbx6u3vC7p87Nb,Default Response Set,Anonymous,,,92.84.164.126,8,04/05/16 16:44,04/05/16 16:44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.04379272,-118.2512054,-1
R_8e18ilWxjC1FZSB,Default Response Set,Anonymous,,,24.98.122.142,0,04/05/16 16:35,04/05/16 16:45,1,A2OS0VCSQLU3HE,1,,,,,,1,0,0,52.545,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,8,4,5,3,1,3,6,4,2,26,Lead prime,Presentation 1 inverse,,f3|sen04pp|f2|sen03pn|f7|sen02np|f4|sen01nn|f6|sen08pp|f8|sen07nn|f5|sen06pn|f1|sen05np,Q54|sen4|sen7|sen5|sen3|sen1|sen8|sen6|sen2,2|5|7|4|3|1|6|8,7|8|3|5|1|2|4|6,,3|8|5|2|1|7|6|4,1|2|3|4|5|6|7|8,5|4|6|8|2|7|3|1,7|3|6|8|4|1|2|5,5|2|6|1|8|4|3|7,6|1|7|2|3|4|5|8,6|3|4|2|7|8|1|5,33.82739258,-84.32440186,-1
R_3JcZnJvalQmOJpz,Default Response Set,Anonymous,,,204.87.121.2,0,04/05/16 16:39,04/05/16 16:45,1,A2CMWJEKHJ299N,1,1,0,0,34.656,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States of America,Canada,Mexico,Brazil,England,Germany,Ukraine,Russia,China,Japan,North Korea,South Korea,Uganda,Sweden,Italy,Spain,New Zealand,Australia,,,,,,,,1,,1,2,3,5,4,7,8,6,1,1,28,Peer prime,Presentation 1,f2|sen01nn|f3|sen02np|f5|sen03pn|f4|sen04pp|f7|sen05np|f8|sen06pn|f6|sen07nn|f1|sen08pp,,Q54|sen6|sen8|sen7|sen3|sen5|sen1|sen2|sen4,8|5|2|6|3|1|7|4,,7|8|5|1|3|4|2|6,1|2|6|8|7|5|4|3,1|2|3|4|5|6|7|8,2|6|8|7|5|4|3|1,1|8|5|4|2|7|6|3,4|5|8|3|1|2|6|7,4|5|6|2|3|7|8|1,4|5|2|8|7|3|6|1,35.46760559,-97.5164032,-1
R_enX1cSIs23p9W4J,Default Response Set,Anonymous,,,173.18.183.190,0,04/05/16 16:39,04/05/16 16:46,1,A2Z9T2FKRORRO0,1,,,,,,1,0,0,52.975,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,africa,Japan ,united states,mexico,canda,brititan ,irland,india ,tailand,scottland,,,,,,,,,,,,,,,,,8,1,4,6,1,3,7,5,5,8,2,23,Lead prime,Presentation 1 inverse,,f3|sen04pp|f6|sen03pn|f1|sen02np|f4|sen01nn|f8|sen08pp|f2|sen07nn|f7|sen06pn|f5|sen05np,Q54|sen5|sen1|sen2|sen8|sen3|sen4|sen6|sen7,7|5|6|2|8|3|4|1,4|1|3|8|2|5|6|7,,6|3|8|7|1|2|4|5,1|2|3|4|5|6|7|8,5|3|8|2|7|6|1|4,4|5|1|6|2|7|8|3,1|7|6|2|4|8|3|5,3|7|8|5|1|4|6|2,5|8|3|1|6|2|7|4,36.69769287,-87.45269775,-1
R_eJnlI7EaWkWWkT3,Default Response Set,Anonymous,,,66.87.73.67,0,04/05/16 16:38,04/05/16 16:46,1,A1BLKLKIO27E3V,1,1,0,0,114.36,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,United States ,Canada ,Mexico ,Brazil ,Germany,Norway,Finland ,Sweden,South Africa ,Switzerland ,Spain,F,,,,,,,,,,,,,,8,,1,4,6,1,7,7,3,4,5,1,36,Peer prime,Presentation 1,f6|sen01nn|f2|sen02np|f1|sen03pn|f8|sen04pp|f3|sen05np|f5|sen06pn|f4|sen07nn|f7|sen08pp,,Q54|sen1|sen8|sen4|sen6|sen2|sen7|sen5|sen3,3|1|8|4|2|6|7|5,,1|5|8|3|7|2|6|4,5|8|4|6|3|2|7|1,1|2|3|4|5|6|7|8,1|5|2|7|8|3|4|6,3|7|6|1|5|4|2|8,3|8|5|6|7|4|2|1,3|2|1|5|6|8|7|4,4|2|8|5|7|1|6|3,39.00610352,-94.63369751,-1
R_bsm34KSrC1e4McJ,Default Response Set,Anonymous,,,74.69.141.233,0,04/05/16 16:41,04/05/16 16:48,1,A7IUVIMRKKLSF,1,,,,,,1,0,0,67.501,0,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,USA,Canada,Mexico,England,Ireland,France,Spain,Germany,Belgium,Poland,Slovakia,Greece,Italy,Kenya,Tanzania,Zimbabwe,Morocco,China,Japan,S. Korea,N. Korea,Thailand,Brazil,Uganda,U,,5,1,3,4,6,5,7,2,1,3,2,29,Lead prime,Presentation 1 inverse,,f5|sen04pp|f2|sen03pn|f4|sen02np|f1|sen01nn|f6|sen08pp|f8|sen07nn|f7|sen06pn|f3|sen05np,Q54|sen5|sen2|sen7|sen3|sen6|sen1|sen8|sen4,7|8|2|3|1|5|6|4,1|2|5|4|3|6|7|8,,7|2|3|4|6|1|8|5,1|2|3|4|5|6|7|8,4|8|6|3|2|7|1|5,4|7|3|1|2|5|6|8,8|6|4|1|2|7|3|5,2|4|1|7|3|6|5|8,5|3|4|2|8|1|6|7,42.10450745,-79.2519989,-1
R_eLG2Zsg1Yc518oZ,Default Response Set,Anonymous,,,174.140.64.232,0,04/05/16 16:41,04/05/16 16:48,1,A2H8GNSEVUJXYL,1,,,,,,1,0,0,31.912,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,india,mali,cuba,chad,italy,france,belgium,france,finland,estonia,latvia,libya,tunisia,algeria,poland,,,,,,,,,,,,5,1,6,1,3,7,5,3,2,2,1,55,Lead prime,Presentation 1,f6|sen01nn|f7|sen02np|f3|sen03pn|f4|sen04pp|f5|sen05np|f8|sen06pn|f1|sen07nn|f2|sen08pp,,Q54|sen6|sen1|sen7|sen8|sen5|sen3|sen4|sen2,1|3|5|4|2|7|8|6,1|6|7|4|3|8|5|2,,3|7|2|1|8|5|4|6,1|2|3|4|5|6|7|8,1|3|6|4|7|5|8|2,5|3|2|7|6|1|4|8,7|2|1|6|3|4|5|8,5|6|4|2|7|1|3|8,7|8|1|3|5|4|6|2,39.89370728,-79.74919891,-1
R_833GSIap4FVgE5L,Default Response Set,Anonymous,,,71.215.186.202,0,04/05/16 16:41,04/05/16 16:48,1,A26RO8GGTQAXGG,1,1,0,0,33.42,0,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,kenya,zaire,usa,canada,mexico,chile,cuba,russia,england,germany,france,spain,libya,morocco,china,japa,n,korea n,s ,,,,,,,7,,1,1,1,6,1,4,3,8,6,2,52,Peer prime,Presentation 1 inverse,,f8|sen04pp|f1|sen03pn|f6|sen02np|f5|sen01nn|f4|sen08pp|f7|sen07nn|f2|sen06pn|f3|sen05np,Q54|sen7|sen4|sen3|sen6|sen2|sen5|sen1|sen8,1|4|7|2|5|3|6|8,,7|6|3|8|4|1|2|5,4|3|2|6|5|1|8|7,1|2|3|4|5|6|7|8,6|4|7|2|5|8|1|3,8|2|5|4|7|6|3|1,1|2|4|6|8|3|5|7,3|2|5|4|6|7|8|1,6|4|7|5|1|3|8|2,43.92919922,-123.0867004,-1
R_3qRvBEYkb1LmGJ7,Default Response Set,Anonymous,,,208.54.40.206,0,04/05/16 16:42,04/05/16 16:49,1,A1GVGOWYO5DLZO,1,1,0,0,78.534,0,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,USA ,Canada ,Mexico ,Germany ,Greece ,Italy,France,Spain,Brazil,Chile,Turkey ,Portugal,Argentina ,Russia,,,,,,,,,,,,6,,1,2,8,7,7,1,8,1,8,1,35,Peer prime,Presentation 1,f1|sen01nn|f8|sen02np|f5|sen03pn|f4|sen04pp|f7|sen05np|f2|sen06pn|f6|sen07nn|f3|sen08pp,,Q54|sen5|sen7|sen2|sen6|sen3|sen4|sen8|sen1,3|5|6|2|8|7|4|1,,8|1|5|4|3|2|7|6,3|4|7|1|5|8|2|6,1|2|3|4|5|6|7|8,3|2|1|6|7|4|8|5,1|6|2|4|7|8|3|5,3|1|5|7|2|8|4|6,5|8|6|3|4|2|1|7,7|1|4|2|5|6|8|3,42.32519531,-83.34529877,-1
R_1LE1V0ZsIrBEL4h,Default Response Set,Anonymous,,,188.247.77.223,0,04/05/16 16:49,04/05/16 16:49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.94999695,35.93330383,-1
R_1Nfcz9kBIaPuWFv,Default Response Set,Anonymous,,,217.93.241.29,0,04/05/16 16:49,04/05/16 16:49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.93330383,6.449996948,-1
R_bxwQk376ijwdYAl,Default Response Set,Anonymous,,,74.137.33.229,0,04/05/16 16:42,04/05/16 16:49,1,A1AGFGT6FESHCX,1,,,,,,1,0,0,32.586,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,germany,italy,japan,china,usa,russia,england,,,,,,,,,,,,,,,,,,,,3,1,1,2,5,7,4,5,8,3,1,58,Lead prime,Presentation 1,f1|sen01nn|f7|sen02np|f8|sen03pn|f6|sen04pp|f4|sen05np|f2|sen06pn|f5|sen07nn|f3|sen08pp,,Q54|sen5|sen2|sen3|sen7|sen1|sen6|sen8|sen4,2|4|8|7|1|5|6|3,3|6|5|7|1|4|8|2,,5|1|6|2|3|8|7|4,1|2|3|4|5|6|7|8,2|7|1|8|4|3|5|6,3|4|2|5|1|8|7|6,7|3|8|1|5|2|6|4,8|1|3|2|5|4|7|6,7|4|6|8|2|1|5|3,38.36199951,-85.8891983,-1
R_7P0TmBeHbd8Eth3,Default Response Set,Anonymous,,,207.172.190.166,0,04/05/16 16:43,04/05/16 16:50,1,AZQMRSLRKW1UI,1,,,,,,1,0,0,60.978,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,France,Italy,Germany,Japan,China,Iraq,England,America,Brazil,Guatamala,Canada,Mexico,Switzerland,Egypt,,,,,,,,,,,,,6,1,5,5,8,6,3,7,4,1,2,46,Lead prime,Presentation 1,f5|sen01nn|f2|sen02np|f3|sen03pn|f6|sen04pp|f4|sen05np|f8|sen06pn|f7|sen07nn|f1|sen08pp,,Q54|sen8|sen3|sen2|sen5|sen4|sen6|sen7|sen1,7|5|6|3|2|8|1|4,7|5|4|6|1|3|2|8,,5|4|2|1|3|7|8|6,1|2|3|4|5|6|7|8,4|7|5|8|3|6|2|1,4|5|2|7|6|8|1|3,5|6|2|7|1|4|3|8,1|3|8|5|6|7|2|4,2|7|3|5|4|6|8|1,40.60839844,-75.49019623,-1
R_bruqbAIoz9dhIbP,Default Response Set,Anonymous,,,76.123.242.207,0,04/05/16 16:44,04/05/16 16:50,1,A3LN5SKZ0XUM60,1,1,4.84,6.832,32.153,5,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,England,Ireland,Scotland,Wales,Denmark,Belgium,Norway,Sweden,Lichtenstein,France,Spain,Portugal,Italy,Germany,Finland,Lithuania,Iraq,Iran,Kuwait,UAE,Sa,,,,,4,,1,7,5,3,4,8,3,2,1,1,54,Peer prime,Presentation 1 inverse,,f4|sen04pp|f6|sen03pn|f5|sen02np|f7|sen01nn|f1|sen08pp|f2|sen07nn|f3|sen06pn|f8|sen05np,Q54|sen2|sen4|sen1|sen5|sen6|sen7|sen8|sen3,7|6|4|8|1|3|5|2,,2|6|8|7|3|4|1|5,7|3|4|2|8|6|5|1,1|2|3|4|5|6|7|8,7|8|4|1|5|3|6|2,5|8|6|2|7|4|3|1,8|4|7|3|6|1|5|2,3|1|6|8|7|4|2|5,4|1|2|7|8|6|3|5,35.92979431,-86.46050262,-1
R_ex5WUvIOtaBdFsx,Default Response Set,Anonymous,,,167.91.0.225,0,04/05/16 16:45,04/05/16 16:51,1,A34Y0IYUQ7TAWV,1,,,,,,1,0,0,41.901,0,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,,,,,,,,australia,north america,asia,africa,canada,mexico,south america,,,,,,,,,,,,,,,,,,,,2,1,1,6,3,1,4,6,2,2,2,45,Lead prime,Presentation 1,f6|sen01nn|f3|sen02np|f5|sen03pn|f1|sen04pp|f4|sen05np|f7|sen06pn|f8|sen07nn|f2|sen08pp,,Q54|sen7|sen8|sen1|sen2|sen3|sen6|sen4|sen5,5|3|6|7|4|8|2|1,5|4|2|6|3|1|8|7,,3|2|1|6|4|7|8|5,1|2|3|4|5|6|7|8,8|2|6|1|7|3|4|5,4|8|7|5|3|2|6|1,3|8|7|6|4|1|2|5,4|5|8|3|2|1|6|7,8|4|6|3|2|7|5|1,32.77319336,-96.68509674,-1
